@relation BOOKKEEPER_Generico

@attribute Size numeric
@attribute 'Number Of Revisions(numNR)' numeric
@attribute 'Number Of DefectFixes(NumFix)' numeric
@attribute 'Number Of Comment Lines In Class' numeric
@attribute totalInvokedClasses numeric
@attribute 'Number Of Methods' numeric
@attribute 'Number Of Java Imports' numeric
@attribute ' Number Of Api Imports' numeric
@attribute 'Number Of Package Imports' numeric
@attribute 'Number Of Authors (numAuth)' numeric
@attribute 'CHURN value' numeric
@attribute 'CHURN MAX' numeric
@attribute 'CHURN Averange' numeric
@attribute 'LOC touched value' numeric
@attribute 'LOC added MAX' numeric
@attribute 'LOC added Averange' numeric
@attribute 'LOC deleted MAX' numeric
@attribute 'LOC deleted Averange' numeric
@attribute 'Is Buggy ' {YES,NO}

@data
87,2,0,2,1,5,2,2,0,2,4,2,2,18,8,5.5,6,5.5,NO
130,2,0,7,1,6,1,3,0,2,5,3,2.5,13,5,3.5,4,3.5,NO
37,2,0,1,0,0,0,0,0,2,3,3,1.5,7,3,2.5,2,2.5,NO
101,0,0,1,1,9,2,2,0,0,0,0,0,0,0,0,0,0,NO
1185,8,1,98,20,32,30,33,4,8,54,23,6.75,190,54,14.875,52,14.875,NO
455,4,1,15,7,15,7,9,12,4,23,19,5.75,99,26,14.25,22,14.25,NO
40,1,0,7,0,0,0,0,0,1,0,0,0,14,7,7,7,7,NO
518,9,1,17,7,9,9,14,0,5,126,63,14,314,109,24.444444,46,24.444444,NO
382,5,0,8,10,3,11,22,7,4,20,7,4,114,20,11.8,21,11.8,NO
49,1,0,1,0,0,0,0,0,1,2,2,2,18,8,8,10,8,NO
586,7,0,53,8,17,13,18,6,6,26,18,3.714286,220,84,17,66,17,NO
32,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
73,1,1,1,0,3,1,1,2,1,5,5,5,55,30,30,25,30,NO
633,4,0,43,6,21,15,18,12,4,102,80,25.5,334,133,50,61,50,NO
681,13,0,45,6,21,12,16,9,8,162,31,12.461538,216,33,12.153846,33,12.153846,NO
470,10,2,36,6,29,9,14,13,7,61,20,6.1,141,20,9.5,15,9.5,NO
1015,11,0,98,14,20,13,18,11,7,59,22,5.363636,297,91,15.454545,96,15.454545,NO
278,3,0,32,4,2,7,9,2,3,5,4,1.666667,33,9,6,9,6,NO
31,1,0,1,0,0,0,0,0,1,0,0,0,8,4,4,4,4,NO
36,3,0,1,0,0,0,0,0,2,36,31,12,38,31,12.333333,1,12.333333,NO
58,5,1,1,0,0,4,5,0,4,12,3,2.4,20,4,2.8,2,2.8,NO
172,8,1,6,2,16,3,6,4,6,75,41,9.375,87,10,4.75,41,4.75,NO
86,6,0,1,2,0,3,6,1,5,30,18,5,50,19,6.166667,9,6.166667,NO
162,10,0,10,2,1,5,9,0,6,77,54,7.7,113,56,9.4,8,9.4,NO
53,1,0,1,1,0,1,2,0,1,1,1,1,5,3,3,2,3,NO
415,8,0,21,2,11,8,11,6,7,230,109,28.75,428,51,26.25,135,26.25,NO
200,4,0,22,0,5,5,7,7,4,203,191,50.75,263,191,58,23,58,NO
264,3,0,5,6,18,3,5,2,2,40,23,13.333333,78,25,19.666667,9,19.666667,NO
166,9,2,1,0,0,3,4,4,6,48,12,5.333333,116,22,7.777778,27,7.777778,NO
38,2,0,1,1,0,1,1,1,2,3,3,1.5,5,3,2,1,2,NO
117,8,0,3,4,4,8,12,9,8,35,13,4.375,101,25,8.125,12,8.125,NO
85,2,0,1,2,0,1,1,0,2,2,2,1,6,2,2,2,2,NO
66,1,0,3,1,2,1,4,2,1,0,0,0,6,3,3,3,3,NO
60,2,0,3,3,2,2,2,2,2,2,2,1,6,3,2,1,2,NO
37,1,0,1,0,0,2,2,0,1,7,7,7,7,0,0,7,0,NO
233,3,0,14,2,3,8,14,12,3,8,4,2.666667,24,5,4.666667,6,4.666667,NO
37,1,0,1,0,0,1,1,0,1,37,37,37,37,37,37,0,37,NO
239,1,0,26,3,7,2,2,1,1,1,1,1,27,14,14,13,14,NO
40,1,0,1,0,0,2,2,0,1,3,3,3,13,5,5,8,5,NO
208,7,1,26,3,12,5,9,5,6,14,3,2,46,12,3.857143,9,3.857143,NO
189,3,0,2,3,6,4,8,5,3,4,2,1.333333,20,4,3.333333,6,3.333333,NO
22,2,0,1,0,0,0,0,0,2,22,22,11,26,22,12,2,12,NO
262,3,0,1,0,0,1,1,2,2,111,81,37,149,100,43.333333,19,43.333333,NO
489,6,1,24,32,2,1,1,0,4,84,59,14,98,65,15.166667,6,15.166667,NO
1417,16,2,25,26,39,10,24,25,9,468,107,29.25,688,108,33.3125,66,33.3125,NO
1376,10,3,47,26,41,19,29,27,6,361,309,36.1,463,309,39.8,39,39.8,NO
66,7,0,4,0,0,0,0,0,4,23,8,3.285714,23,8,3.285714,0,3.285714,NO
438,6,0,4,6,20,12,15,7,6,442,261,73.666667,686,262,93.666667,110,93.666667,NO
430,5,1,37,6,15,11,26,7,4,18,5,3.6,70,16,8.8,13,8.8,NO
35,1,0,1,0,0,0,0,2,1,8,8,8,12,10,10,2,10,NO
53,1,0,1,1,1,1,2,0,1,2,2,2,14,6,6,8,6,NO
197,6,0,5,3,4,9,13,8,6,116,76,19.333333,178,94,23.5,18,23.5,NO
108,3,0,3,2,5,3,8,0,2,108,102,36,112,102,36.666667,2,36.666667,NO
237,3,0,2,5,5,1,6,3,2,64,55,21.333333,186,56,38.666667,60,38.666667,NO
119,1,0,1,0,6,2,2,1,1,29,29,29,43,36,36,7,36,NO
334,6,0,1,0,4,6,7,9,6,245,185,40.833333,325,200,47.5,15,47.5,NO
161,4,0,7,3,12,3,6,2,3,163,153,40.75,191,153,44,8,44,NO
136,2,0,1,0,2,2,2,4,2,136,127,68,140,127,69,2,69,NO
281,3,0,11,8,7,7,10,4,3,8,5,2.666667,16,5,4,3,4,NO
203,4,0,8,3,5,4,6,8,4,12,8,3,46,17,7.25,9,7.25,NO
97,0,0,3,0,3,1,3,5,0,0,0,0,0,0,0,0,0,NO
107,5,0,1,1,5,1,4,1,4,39,25,7.8,89,28,11.4,22,11.4,NO
148,0,0,1,0,6,3,3,1,0,0,0,0,0,0,0,0,0,NO
462,3,0,13,5,10,7,12,12,2,25,24,8.333333,35,25,10,3,10,NO
1856,20,2,83,26,63,16,27,16,8,535,128,26.75,917,196,34.65,98,34.65,NO
245,7,3,5,4,11,7,11,3,5,37,17,5.285714,95,18,9,14,9,NO
634,6,1,24,7,12,12,18,3,6,86,71,14.333333,128,73,17.833333,8,17.833333,NO
214,1,0,4,2,6,3,5,7,1,5,5,5,19,12,12,7,12,NO
258,5,0,14,6,9,3,6,5,2,68,58,13.6,164,95,23.2,37,23.2,NO
70,1,0,3,1,3,3,3,2,1,70,70,70,70,70,70,0,70,NO
93,3,0,1,1,1,4,9,0,2,7,3,2.333333,41,13,8,10,8,NO
337,4,0,46,2,7,5,12,7,3,68,42,17,118,60,23.25,18,23.25,NO
149,4,0,12,0,3,0,3,3,3,151,145,37.75,165,145,39.25,5,39.25,NO
585,14,0,14,5,15,14,18,7,3,203,79,14.5,545,127,25.5,64,25.5,NO
115,3,0,2,0,1,2,5,4,3,115,114,38.333333,123,114,39.666667,3,39.666667,NO
192,5,0,1,1,6,5,6,4,5,394,379,78.8,680,129,30,508,30,NO
704,5,0,32,9,13,13,19,17,5,712,554,142.4,744,554,144.8,12,144.8,NO
591,3,0,18,5,13,7,11,5,2,649,620,216.333333,683,620,212.333333,45,212.333333,NO
141,3,0,7,1,3,0,4,4,2,9,4,3,19,6,4.666667,2,4.666667,NO
179,4,1,3,1,11,3,3,7,3,18,8,4.5,44,8,6.25,13,6.25,NO
602,7,1,50,3,7,11,15,10,7,614,602,87.714286,658,602,90,16,90,NO
141,1,0,4,2,6,5,6,1,1,34,34,34,54,44,44,10,44,NO
42,3,0,1,0,0,1,1,0,2,42,34,14,44,34,14.333333,1,14.333333,NO
42,2,0,1,0,0,0,1,0,2,42,34,21,42,34,21,0,21,NO
85,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
69,3,1,1,0,0,2,2,0,2,69,67,23,83,67,25.333333,6,25.333333,NO
471,2,0,12,4,19,6,11,3,2,471,467,235.5,483,467,238.5,6,238.5,NO
106,2,0,4,1,2,0,3,4,2,3,2,1.5,7,3,1.5,2,1.5,NO
250,0,0,10,9,8,13,21,3,0,0,0,0,0,0,0,0,0,NO
162,4,0,11,1,2,9,11,0,4,164,156,41,174,156,42,4,42,NO
24,1,0,1,0,0,0,0,0,1,24,24,24,24,24,24,0,24,NO
56,1,0,2,0,0,3,3,0,1,56,56,56,56,56,56,0,56,NO
51,1,0,1,0,0,1,1,0,1,51,51,51,51,51,51,0,51,NO
22,1,0,1,0,0,0,0,0,1,22,22,22,22,22,22,0,22,NO
24,1,0,1,0,0,0,0,0,1,24,24,24,24,24,24,0,24,NO
492,8,2,12,2,36,1,9,4,6,255,135,31.875,277,143,33.25,8,33.25,NO
1624,21,4,20,3,123,4,7,7,12,836,161,39.809524,886,162,40,22,40,NO
47,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NO
2258,20,2,27,2,174,3,6,7,13,614,123,30.7,650,123,31.4,7,31.4,NO
85,1,0,1,0,3,2,3,0,1,85,85,85,85,85,85,0,85,NO
50,1,0,1,0,0,0,0,0,1,51,51,51,51,51,51,0,51,NO
44,1,0,1,0,0,0,0,0,1,44,44,44,44,44,44,0,44,NO
52,1,0,1,0,3,0,0,0,1,52,52,52,52,52,52,0,52,NO
41,1,0,1,0,2,0,0,0,1,41,41,41,41,41,41,0,41,NO
48,1,0,1,2,2,0,0,0,1,48,48,48,48,48,48,0,48,NO
213,1,0,7,2,4,6,13,3,1,213,213,213,213,213,213,0,213,NO
543,7,1,13,9,18,11,28,10,5,46,18,6.571429,102,33,9.142857,15,9.142857,NO
233,1,0,1,3,17,6,8,6,1,6,6,6,6,6,6,0,6,NO
134,1,0,3,5,7,3,7,4,1,0,0,0,6,3,3,3,3,NO
104,2,0,4,4,7,2,6,3,2,3,3,1.5,7,4,2.5,1,2.5,NO
121,5,1,4,5,7,1,5,4,5,268,265,53.6,394,57,13,322,13,NO
39,2,0,1,2,1,1,2,1,2,69,66,34.5,85,7,5.5,73,5.5,NO
41,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,NO
248,4,0,9,4,9,2,8,1,3,6,3,1.5,26,9,3.75,6,3.75,NO
215,0,0,2,0,11,5,6,6,0,0,0,0,0,0,0,0,0,NO
269,3,0,17,4,1,2,8,4,3,9,4,3,23,7,5.333333,5,5.333333,NO
165,1,0,1,0,0,3,3,2,1,46,46,46,52,49,49,3,49,NO
277,2,0,11,5,13,6,11,4,2,285,281,142.5,285,281,140.5,4,140.5,NO
100,1,0,4,4,7,2,6,3,1,100,100,100,100,100,100,0,100,NO
358,3,0,13,6,14,7,13,4,3,360,334,120,436,334,132.333333,38,132.333333,NO
29,2,0,1,1,1,0,0,0,2,29,17,14.5,29,17,14.5,0,14.5,NO
339,3,0,23,1,14,4,13,3,3,343,333,114.333333,359,333,116.333333,5,116.333333,NO
719,3,0,21,14,33,13,21,27,3,17,12,5.666667,33,19,8.333333,7,8.333333,NO
141,4,0,3,2,4,2,11,3,4,21,13,5.25,41,20,7.5,7,7.5,NO
801,6,1,26,9,26,13,26,12,5,138,104,23,266,113,33.5,31,33.5,NO
69,0,0,1,2,4,0,0,2,0,0,0,0,0,0,0,0,0,NO
77,0,0,4,1,7,2,3,0,0,0,0,0,0,0,0,0,0,NO
97,0,0,3,2,4,8,9,3,0,0,0,0,0,0,0,0,0,NO
380,0,0,2,9,22,5,6,3,0,0,0,0,0,0,0,0,0,NO
214,0,0,2,8,3,3,3,0,0,0,0,0,0,0,0,0,0,NO
38,1,0,1,0,2,0,0,0,1,0,0,0,2,1,1,1,1,NO
79,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,NO
25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
84,0,0,2,1,5,3,3,0,0,0,0,0,0,0,0,0,0,NO
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
33,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
104,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NO
193,1,0,3,0,9,2,2,2,1,0,0,0,4,2,2,2,2,NO
70,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NO
140,0,0,3,2,4,5,7,2,0,0,0,0,0,0,0,0,0,NO
22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
158,2,0,1,3,7,6,10,1,2,2,1,1,8,3,2.5,2,2.5,NO
142,1,0,1,1,5,3,4,1,1,0,0,0,2,1,1,1,1,NO
109,2,0,8,4,7,2,3,1,2,1,1,0.5,5,2,1.5,1,1.5,NO
152,1,0,8,0,4,5,5,0,1,1,1,1,1,0,0,1,0,NO
31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
344,1,0,13,3,0,8,14,0,1,4,4,4,4,4,4,0,4,NO
60,1,0,1,0,1,1,2,0,1,1,1,1,1,0,0,1,0,NO
85,1,0,2,0,0,6,8,0,1,24,24,24,26,25,25,1,25,NO
78,1,0,1,0,0,1,1,0,1,799,799,799,863,32,32,831,32,NO
880,1,0,45,6,24,8,10,0,1,880,880,880,880,880,880,0,880,NO
64,1,0,5,0,8,0,1,0,1,2,2,2,4,3,3,1,3,NO
199,1,0,13,1,10,0,0,0,1,13,13,13,15,14,14,1,14,NO
264,1,0,7,5,9,4,7,1,1,0,0,0,2,1,1,1,1,NO
155,2,0,5,3,6,4,9,1,2,155,154,77.5,161,154,79,3,79,NO
42,1,0,1,0,2,0,1,0,1,0,0,0,2,1,1,1,1,NO
405,9,4,13,5,14,5,13,7,6,88,43,9.777778,460,92,27.888889,77,27.888889,NO
248,0,0,10,4,14,1,3,0,0,0,0,0,0,0,0,0,0,NO
541,8,1,6,14,29,7,19,18,7,165,71,20.625,333,71,31.125,35,31.125,NO
28,1,0,1,0,0,0,0,0,1,28,28,28,28,28,28,0,28,NO
452,11,1,8,17,16,12,45,8,7,291,131,26.454545,669,206,39.909091,75,39.909091,NO
474,7,0,16,8,14,3,18,3,2,69,34,9.857143,353,104,29.285714,82,29.285714,NO
379,7,3,1,0,2,0,2,1,3,39,13,5.571429,95,17,6.571429,30,6.571429,NO
83,2,0,1,0,5,1,6,2,2,8,7,4,66,28,15,35,15,NO
393,9,1,8,10,13,2,11,33,7,219,62,24.333333,307,76,28.111111,21,28.111111,NO
439,10,2,10,16,13,6,17,21,9,98,47,9.8,166,62,9.9,32,9.9,NO
248,7,0,6,2,7,5,9,7,5,100,61,14.285714,140,76,17.142857,15,17.142857,NO
13253,6,1,121,18,533,0,0,0,6,7752,3179,1292,12908,3892,1721.666667,2347,1721.666667,NO
28,1,0,1,0,0,0,0,0,1,28,28,28,28,28,28,0,28,NO
69,2,1,1,0,5,2,2,1,2,69,63,34.5,69,63,34.5,0,34.5,NO
6303,2,0,61,10,258,0,0,0,2,2157,1434,1078.5,4877,2779,1758.5,1345,1758.5,NO
116,2,0,2,2,6,2,5,7,2,15,14,7.5,27,18,10.5,4,10.5,NO
100,5,0,1,0,3,2,5,6,4,100,90,20,128,90,22.8,10,22.8,NO
46,2,0,1,0,0,1,1,1,2,2,2,1,8,3,2.5,2,2.5,NO
226,1,0,10,1,7,7,15,5,1,226,226,226,226,226,226,0,226,NO
79,2,0,1,0,3,1,4,4,1,1,1,0.5,11,3,3,3,3,NO
93,3,0,1,1,5,1,4,7,2,15,13,5,35,20,8.333333,7,8.333333,NO
2156,22,5,84,30,64,19,61,42,12,1442,285,65.545455,2862,335,89.590909,301,89.590909,NO
41,1,0,1,0,0,0,0,3,1,4,4,4,6,5,5,1,5,NO
64,1,0,1,0,0,0,0,1,1,0,0,0,2,1,1,1,1,NO
149,4,0,10,0,2,5,10,4,2,9,5,2.25,29,9,4.75,4,4.75,NO
334,5,0,10,0,16,3,13,9,2,169,163,33.8,395,265,56.4,102,56.4,NO
114,4,0,3,0,3,2,8,7,3,114,108,28.5,130,108,30.5,5,30.5,NO
66,1,0,1,0,5,0,1,3,1,66,66,66,66,66,66,0,66,NO
38,1,0,1,0,0,0,0,1,1,38,38,38,38,38,38,0,38,NO
46,2,0,1,0,0,0,1,0,1,3,2,1.5,13,3,3,5,3,NO
101,0,0,2,2,12,0,0,1,0,0,0,0,0,0,0,0,0,NO
111,2,0,1,0,3,2,5,5,1,6,4,3,12,5,3.5,4,3.5,NO
156,3,0,6,0,3,2,7,8,1,2,1,0.666667,12,3,2.333333,2,2.333333,NO
113,4,0,5,0,2,3,7,7,3,115,113,28.75,123,113,29.75,2,29.75,NO
770,8,1,35,16,24,13,23,22,7,212,94,26.5,348,119,34.375,29,34.375,NO
392,4,0,18,11,13,9,22,10,3,8,4,2,18,7,3,3,3,NO
314,1,0,9,12,10,5,18,11,1,2,2,2,2,0,0,2,0,NO
139,1,1,4,2,4,8,11,7,1,4,4,4,6,5,5,1,5,NO
59,1,0,1,1,2,1,3,1,1,3,3,3,11,7,7,4,7,NO
78,1,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,NO
49,2,0,1,0,0,0,0,0,1,14,12,7,14,12,7,0,7,NO
511,5,1,12,8,11,10,15,25,5,20,9,4,148,54,16.4,56,16.4,NO
42,1,0,1,0,0,0,2,1,1,42,42,42,42,42,42,0,42,NO
75,3,0,1,1,1,2,7,6,3,75,73,25,81,73,26,2,26,NO
219,3,0,1,6,12,3,19,4,3,219,217,73,223,217,73.666667,1,73.666667,NO
103,3,0,1,1,2,4,7,5,3,103,101,34.333333,107,101,35,1,35,NO
158,3,0,1,4,12,1,9,5,3,158,156,52.666667,162,156,53.333333,1,53.333333,NO
190,2,0,2,4,4,3,16,0,2,190,180,95,200,180,97.5,5,97.5,NO
88,1,0,2,0,0,0,2,0,1,88,88,88,88,88,88,0,88,NO
248,2,0,4,6,9,7,23,1,2,248,238,124,260,238,127,6,127,NO
276,2,0,27,5,5,3,12,0,2,276,272,138,282,272,139.5,3,139.5,NO
60,1,0,1,0,0,2,2,0,1,60,60,60,60,60,60,0,60,NO
35,1,0,1,1,0,2,2,0,1,35,35,35,35,35,35,0,35,NO
63,1,0,1,4,3,3,5,0,1,63,63,63,63,63,63,0,63,NO
79,1,0,1,1,3,0,2,0,1,79,79,79,79,79,79,0,79,NO
174,1,0,16,1,1,4,6,3,1,0,0,0,2,1,1,1,1,NO
148,1,0,9,0,2,3,5,2,1,0,0,0,2,1,1,1,1,NO
34,1,0,1,0,0,0,0,0,1,34,34,34,34,34,34,0,34,NO
35,1,0,1,0,1,0,1,1,1,35,35,35,35,35,35,0,35,NO
45,1,0,1,1,0,0,2,0,1,45,45,45,45,45,45,0,45,NO
293,1,0,9,6,9,8,21,3,1,293,293,293,293,293,293,0,293,NO
88,1,1,6,2,0,1,2,3,1,0,0,0,2,1,1,1,1,NO
57,3,0,7,0,0,0,0,0,3,4,2,1.333333,4,2,1.333333,0,1.333333,NO
39,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,NO
57,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,NO
277,2,0,2,5,9,7,10,0,2,61,38,30.5,81,46,35.5,8,35.5,NO
468,1,0,7,3,58,9,21,0,1,468,468,468,468,468,468,0,468,NO
75,1,0,1,1,1,0,3,0,1,2,2,2,2,0,0,2,0,NO
666,0,0,40,8,3,6,6,0,0,0,0,0,0,0,0,0,0,NO
53,2,1,1,0,2,1,2,0,2,53,53,26.5,55,53,27,1,27,NO
145,1,0,2,2,0,4,5,0,1,1,1,1,1,0,0,1,0,NO
396,7,1,11,8,3,9,15,11,6,122,107,17.428571,290,173,29.428571,66,29.428571,NO
54,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,NO
104,1,0,3,0,0,1,1,0,1,4,4,4,4,4,4,0,4,NO
119,0,0,9,0,0,2,6,0,0,0,0,0,0,0,0,0,0,NO
514,6,1,10,8,28,9,17,5,4,163,98,27.166667,317,108,39,38,39,NO
152,0,0,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,NO
95,1,0,4,1,3,1,3,0,1,56,56,56,56,56,56,0,56,NO
415,1,0,29,12,15,8,11,0,1,262,262,262,266,2,2,264,2,NO
131,0,0,8,1,3,5,5,0,0,0,0,0,0,0,0,0,0,NO
45,1,0,1,0,2,1,2,0,1,2,2,2,4,1,1,3,1,NO
156,2,0,4,2,0,1,1,0,2,56,49,28,60,49,29,2,29,NO
166,1,1,1,2,4,6,11,0,1,166,166,166,166,166,166,0,166,NO
43,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NO
74,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,NO
302,3,0,6,7,8,5,16,2,3,70,58,23.333333,82,63,25,5,25,NO
494,2,0,22,1,15,4,5,0,2,494,494,247,496,494,247.5,1,247.5,NO
421,2,0,22,2,12,4,4,0,2,421,421,210.5,423,421,211,1,211,NO
723,2,0,35,2,20,5,7,0,2,723,723,361.5,725,723,362,1,362,NO
550,2,0,22,3,18,4,6,0,2,550,550,275,552,550,275.5,1,275.5,NO
493,2,0,24,1,16,6,7,0,2,493,493,246.5,495,493,247,1,247,NO
416,2,0,21,1,11,4,5,0,2,416,416,208,418,416,208.5,1,208.5,NO
359,1,0,9,5,18,9,9,1,1,359,359,359,359,359,359,0,359,NO
62,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
45,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NO
41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
47,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,NO
55,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
1456,1,0,32,18,108,11,38,4,1,177,177,177,235,206,206,29,206,NO
187,2,0,8,1,8,6,12,3,2,4,3,2,10,6,3.5,3,3.5,NO
163,0,0,1,0,3,2,6,2,0,0,0,0,0,0,0,0,0,NO
142,6,0,4,7,3,5,20,0,5,13,6,2.166667,35,8,2.5,14,2.5,NO
73,2,0,5,1,4,2,4,0,2,4,3,2,14,4,2.5,7,2.5,NO
108,4,1,3,3,9,0,2,0,3,13,10,3.25,27,10,4.5,6,4.5,NO
20,2,0,1,0,0,0,0,0,2,20,20,10,24,20,11,2,11,NO
60,4,0,1,0,5,0,3,0,3,60,56,15,64,56,15.5,1,15.5,NO
84,4,0,2,11,3,1,13,0,4,88,83,22,104,83,23.5,9,23.5,NO
82,5,0,13,1,6,1,3,0,4,84,79,16.8,110,79,19.2,11,19.2,NO
86,6,1,4,3,6,0,3,0,4,88,74,14.666667,96,74,15.166667,3,15.166667,NO
67,1,0,2,1,0,5,7,0,1,67,67,67,67,67,67,0,67,NO
20,2,0,1,0,0,0,0,0,2,20,20,10,24,20,11,2,11,NO
60,2,1,3,1,5,0,1,1,2,60,60,30,62,60,30.5,1,30.5,NO
88,4,1,4,3,5,3,6,4,3,90,86,22.5,100,86,23.5,4,23.5,NO
47,2,1,3,1,3,0,2,2,2,47,47,23.5,51,47,24.5,2,24.5,NO
76,2,1,2,1,6,1,3,2,2,76,76,38,86,76,40.5,5,40.5,NO
21,2,0,1,0,0,0,0,0,2,21,21,10.5,25,21,11.5,2,11.5,NO
53,1,0,1,0,5,0,0,1,1,0,0,0,2,1,1,1,1,NO
114,2,1,1,1,7,1,3,2,2,23,21,11.5,39,29,14.5,8,14.5,NO
121,4,1,7,3,6,1,14,3,3,46,42,11.5,66,46,13.75,4,13.75,NO
78,1,1,2,3,6,0,2,4,1,9,9,9,9,9,9,0,9,NO
20,2,0,1,0,0,0,0,0,2,20,20,10,24,20,11,2,11,NO
69,2,0,4,1,5,1,3,1,2,0,0,0,4,1,1,1,1,NO
80,2,0,6,6,2,0,14,0,2,5,4,2.5,9,6,3,2,3,NO
79,3,0,2,2,4,3,5,2,3,3,1,1,21,8,3.333333,7,3.333333,NO
81,1,1,3,3,6,0,2,4,1,9,9,9,9,9,9,0,9,NO
88,3,1,3,4,6,0,3,3,2,25,22,8.333333,33,23,9.666667,2,9.666667,NO
20,2,0,1,0,0,0,0,0,2,20,20,10,24,20,11,2,11,NO
105,3,1,1,1,7,2,2,0,2,105,102,35,107,102,35.333333,1,35.333333,NO
60,4,1,1,1,3,2,3,0,3,62,55,15.5,66,55,15.75,2,15.75,NO
50,1,0,1,0,0,0,0,0,1,0,0,0,10,5,5,5,5,NO
28,1,0,1,0,0,0,0,0,1,0,0,0,4,2,2,2,2,NO
129,3,1,13,4,15,1,1,0,2,21,9,7,23,10,7.333333,1,7.333333,NO
43,2,0,3,1,3,0,1,0,2,3,3,1.5,5,3,2,1,2,NO
76,1,0,4,0,9,1,1,0,1,0,0,0,2,1,1,1,1,NO
63,1,0,1,0,0,1,1,0,1,1,1,1,19,9,9,10,9,NO
65,3,0,1,1,0,2,5,0,3,4,3,1.333333,16,6,3,3,3,NO
76,2,1,1,0,0,0,0,0,2,21,21,10.5,35,22,14,6,14,NO
45,1,0,1,0,0,0,1,0,1,0,0,0,10,5,5,5,5,NO
20,2,0,1,0,0,0,0,0,2,20,20,10,24,20,11,2,11,NO
227,0,0,1,11,0,1,16,9,0,0,0,0,0,0,0,0,0,NO
276,0,0,2,10,4,10,20,4,0,0,0,0,0,0,0,0,0,NO
460,1,0,8,19,10,12,28,5,1,0,0,0,2,1,1,1,1,NO
138,0,0,4,3,1,6,9,2,0,0,0,0,0,0,0,0,0,NO
355,0,0,2,17,5,14,27,6,0,0,0,0,0,0,0,0,0,NO
23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
48,1,0,1,0,1,0,0,0,1,48,48,48,48,48,48,0,48,NO
59,1,0,2,0,1,2,2,0,1,59,59,59,59,59,59,0,59,NO
79,1,0,1,0,1,0,0,0,1,79,79,79,79,79,79,0,79,NO
67,1,0,1,0,0,2,5,0,1,67,67,67,67,67,67,0,67,NO
49,1,0,1,3,2,0,0,3,1,49,49,49,49,49,49,0,49,NO
40,1,0,1,0,0,0,0,1,1,40,40,40,40,40,40,0,40,NO
20,1,0,1,0,0,0,0,0,1,20,20,20,20,20,20,0,20,NO
42,1,0,1,1,1,0,0,1,1,42,42,42,42,42,42,0,42,NO
36,1,0,1,1,1,0,0,1,1,36,36,36,36,36,36,0,36,NO
31,1,0,1,1,1,0,0,0,1,31,31,31,31,31,31,0,31,NO
30,1,0,1,0,0,0,0,0,1,30,30,30,30,30,30,0,30,NO
71,1,0,1,0,4,2,2,1,1,71,71,71,71,71,71,0,71,NO
57,1,0,1,0,4,0,0,1,1,57,57,57,57,57,57,0,57,NO
20,1,0,1,0,0,0,0,0,1,20,20,20,20,20,20,0,20,NO
89,1,0,1,2,0,2,6,4,1,89,89,89,89,89,89,0,89,NO
60,1,0,1,1,2,0,3,2,1,60,60,60,60,60,60,0,60,NO
102,1,0,1,2,7,1,8,3,1,102,102,102,102,102,102,0,102,NO
20,1,0,1,0,0,0,0,0,1,20,20,20,20,20,20,0,20,NO
93,1,0,1,2,0,3,7,5,1,93,93,93,93,93,93,0,93,NO
59,1,0,1,1,4,0,1,2,1,59,59,59,59,59,59,0,59,NO
111,1,0,1,3,6,3,9,3,1,111,111,111,111,111,111,0,111,NO
20,1,0,1,0,0,0,0,0,1,20,20,20,20,20,20,0,20,NO
31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
109,0,0,3,4,9,1,1,6,0,0,0,0,0,0,0,0,0,NO
44,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
