DATASET,INDEX TRAINING_RELEASES,TRAINING_INSTANCES(%),CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,F1,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
BOOKKEEPER,5,77.89133942980096,IBk,None,SMOTE,None,0.4166666666666667,0.6578947368421053,0.5102040816326531,0.8407647805841681,0.447673441962036,25.0,35.0,338.0,13.0
BOOKKEEPER,5,77.89133942980096,RandomForest,None,None,SensitiveLearning,0.4507042253521127,0.8421052631578947,0.5871559633027522,0.8973472555383096,0.5306194959774638,32.0,39.0,334.0,6.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,None,None,SensitiveLearning,0.43859649122807015,0.6578947368421053,0.5263157894736842,0.85678001975448,0.4672024889810734,25.0,32.0,341.0,13.0
BOOKKEEPER,5,77.89133942980096,IBk,None,None,SensitiveLearning,0.45652173913043476,0.5526315789473685,0.5,0.8312050232820658,0.44366378754673214,21.0,25.0,348.0,17.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.4393939393939394,0.7631578947368421,0.5576923076923077,0.8750881896430083,0.49888676844783736,29.0,37.0,336.0,9.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.41379310344827586,0.631578947368421,0.5,0.8732891209256385,0.43711481396941343,24.0,34.0,339.0,14.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),OverSampling,None,0.3728813559322034,0.5789473684210527,0.45360824742268047,0.7791025821927473,0.3843653732018202,22.0,37.0,336.0,16.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.3069306930693069,0.8157894736842105,0.44604316546762596,0.8683152250599689,0.36005904596283345,31.0,70.0,303.0,7.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.38596491228070173,0.5789473684210527,0.4631578947368421,0.8551220544659235,0.3961628208452166,22.0,35.0,338.0,16.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),UnderSampling,None,0.24074074074074073,0.6842105263157895,0.3561643835616438,0.735466346832228,0.25414108652843714,26.0,82.0,291.0,12.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.5416666666666666,0.6842105263157895,0.6046511627906976,0.8797446027938479,0.5591519969714177,26.0,22.0,351.0,12.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.375,0.7105263157894737,0.49090909090909096,0.8703259489205588,0.42080628114147695,27.0,45.0,328.0,11.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),SMOTE,None,0.42857142857142855,0.5526315789473685,0.4827586206896552,0.8172005079723438,0.4226266662504294,21.0,28.0,345.0,17.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.379746835443038,0.7894736842105263,0.5128205128205128,0.8756526033582616,0.4433144024903165,30.0,49.0,324.0,8.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.3698630136986301,0.7105263157894737,0.48648648648648646,0.8707139833497954,0.41539190976467927,27.0,46.0,327.0,11.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.4318181818181818,0.5,0.46341463414634143,0.8166360942570905,0.40430858422821025,19.0,25.0,348.0,19.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,None,None,0.39473684210526316,0.4838709677419355,0.43478260869565216,0.8726418946508779,0.3855314742214664,15.0,23.0,372.0,16.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,None,None,0.3055555555555556,0.3548387096774194,0.3283582089552239,0.8184156798693344,0.2713797035347779,11.0,25.0,370.0,20.0
BOOKKEEPER,6,81.3566739606127,IBk,None,None,None,0.3269230769230769,0.5483870967741935,0.4096385542168675,0.8322988975091874,0.3504076678907079,17.0,35.0,360.0,14.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),None,None,0.40476190476190477,0.5483870967741935,0.4657534246575342,0.8616578195181707,0.41692987997473174,17.0,25.0,370.0,14.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),None,None,0.34782608695652173,0.5161290322580645,0.4155844155844156,0.8439363005308289,0.3599332220367281,16.0,30.0,365.0,15.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),None,None,0.3684210526315789,0.45161290322580644,0.40579710144927533,0.7788485095957534,0.3540202677712855,14.0,24.0,371.0,17.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,OverSampling,None,0.3220338983050847,0.6129032258064516,0.4222222222222223,0.880890159248673,0.36128250965918945,19.0,40.0,355.0,12.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,OverSampling,None,0.35294117647058826,0.3870967741935484,0.36923076923076925,0.8216823193140057,0.3172543194433588,12.0,22.0,373.0,19.0
BOOKKEEPER,6,81.3566739606127,IBk,None,OverSampling,None,0.296875,0.6129032258064516,0.39999999999999997,0.8294405879951,0.3347761766478547,19.0,45.0,350.0,12.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,UnderSampling,None,0.23958333333333334,0.7419354838709677,0.36220472440944884,0.8822784810126583,0.2833644859813085,23.0,73.0,322.0,8.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,UnderSampling,None,0.30303030303030304,0.3225806451612903,0.3125,0.8013883217639853,0.2567213894837017,10.0,23.0,372.0,21.0
BOOKKEEPER,6,81.3566739606127,IBk,None,UnderSampling,None,0.21551724137931033,0.8064516129032258,0.34013605442176875,0.7862392813393222,0.25451921342233463,25.0,91.0,304.0,6.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,SMOTE,None,0.36,0.5806451612903226,0.4444444444444445,0.9063291139240506,0.38960708144940476,18.0,32.0,363.0,13.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,SMOTE,None,0.32727272727272727,0.5806451612903226,0.41860465116279066,0.8180890159248673,0.3589357731896704,18.0,37.0,358.0,13.0
BOOKKEEPER,6,81.3566739606127,IBk,None,SMOTE,None,0.31343283582089554,0.6774193548387096,0.4285714285714286,0.8363005308289098,0.3654306538277385,21.0,46.0,349.0,10.0
BOOKKEEPER,6,81.3566739606127,RandomForest,None,None,SensitiveLearning,0.3088235294117647,0.6774193548387096,0.42424242424242425,0.8841567986933442,0.3602929553717264,21.0,47.0,348.0,10.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,None,None,SensitiveLearning,0.34,0.5483870967741935,0.4197530864197531,0.8182931808901592,0.36247850729160014,17.0,33.0,362.0,14.0
BOOKKEEPER,6,81.3566739606127,IBk,None,None,SensitiveLearning,0.3148148148148148,0.5483870967741935,0.39999999999999997,0.8322988975091874,0.33887164506116507,17.0,37.0,358.0,14.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.3,0.6774193548387096,0.4158415841584159,0.8469171090240915,0.3503076048182806,21.0,49.0,346.0,10.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.32142857142857145,0.5806451612903226,0.41379310344827586,0.8464271131073908,0.3532003572491817,18.0,38.0,357.0,13.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),OverSampling,None,0.2807017543859649,0.5161290322580645,0.3636363636363636,0.7215189873417721,0.2974023679095246,16.0,41.0,354.0,15.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.22549019607843138,0.7419354838709677,0.3458646616541353,0.8282564311964067,0.2636786267731555,23.0,79.0,316.0,8.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.2169811320754717,0.7419354838709677,0.3357664233576642,0.8425479787668436,0.2514771191349682,23.0,83.0,312.0,8.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),UnderSampling,None,0.17894736842105263,0.5483870967741935,0.2698412698412698,0.6743160473662719,0.17984346879839283,17.0,78.0,317.0,14.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.39215686274509803,0.6451612903225806,0.4878048780487804,0.864924458962842,0.4368271954674221,20.0,31.0,364.0,11.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.25675675675675674,0.6129032258064516,0.36190476190476195,0.845610453246223,0.2889741417966218,19.0,55.0,340.0,12.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),SMOTE,None,0.3191489361702128,0.4838709677419355,0.38461538461538464,0.7760310330747244,0.32546018341360444,15.0,32.0,363.0,16.0
BOOKKEEPER,6,81.3566739606127,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.25,0.6774193548387096,0.3652173913043478,0.8587586770110249,0.289708099218857,21.0,63.0,332.0,10.0
BOOKKEEPER,6,81.3566739606127,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.2638888888888889,0.6129032258064516,0.36893203883495146,0.8439363005308289,0.2974577561272644,19.0,53.0,342.0,12.0
BOOKKEEPER,6,81.3566739606127,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.2916666666666667,0.45161290322580644,0.35443037974683544,0.7788485095957534,0.2918052024251908,14.0,34.0,361.0,17.0
BOOKKEEPER,7,83.79171250458378,RandomForest,None,None,None,0.3076923076923077,0.5454545454545454,0.3934426229508197,0.8650432900432901,0.35221421215242005,12.0,27.0,393.0,10.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,None,None,None,0.25,0.5,0.3333333333333333,0.7596320346320347,0.28594507269789987,11.0,33.0,387.0,11.0
BOOKKEEPER,7,83.79171250458378,IBk,None,None,None,0.23809523809523808,0.45454545454545453,0.31249999999999994,0.8094155844155844,0.26444780635400944,10.0,32.0,388.0,12.0
BOOKKEEPER,7,83.79171250458378,RandomForest,BestFirst(Bi-directional),None,None,0.2631578947368421,0.45454545454545453,0.3333333333333333,0.847564935064935,0.2884739214423692,10.0,28.0,392.0,12.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,BestFirst(Bi-directional),None,None,0.18518518518518517,0.45454545454545453,0.2631578947368421,0.7937229437229437,0.20707329574577138,10.0,44.0,376.0,12.0
BOOKKEEPER,7,83.79171250458378,IBk,BestFirst(Bi-directional),None,None,0.21428571428571427,0.4090909090909091,0.28125,0.8188852813852814,0.23101361573373727,9.0,33.0,387.0,13.0
BOOKKEEPER,7,83.79171250458378,RandomForest,None,OverSampling,None,0.22950819672131148,0.6363636363636364,0.3373493975903614,0.84745670995671,0.2850420563496264,14.0,47.0,373.0,8.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,None,OverSampling,None,0.2727272727272727,0.4090909090909091,0.32727272727272727,0.8051406926406927,0.2845393297751331,9.0,24.0,396.0,13.0
BOOKKEEPER,7,83.79171250458378,IBk,None,OverSampling,None,0.19642857142857142,0.5,0.28205128205128205,0.7364718614718615,0.22678995376733746,11.0,45.0,375.0,11.0
BOOKKEEPER,7,83.79171250458378,RandomForest,None,UnderSampling,None,0.16831683168316833,0.7727272727272727,0.2764227642276423,0.8660714285714286,0.2120107367493293,17.0,84.0,336.0,5.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,None,UnderSampling,None,0.24324324324324326,0.4090909090909091,0.3050847457627119,0.8037878787878788,0.25881390593047016,9.0,28.0,392.0,13.0
BOOKKEEPER,7,83.79171250458378,IBk,None,UnderSampling,None,0.14035087719298245,0.7272727272727273,0.23529411764705882,0.7733225108225108,0.16567445912588907,16.0,98.0,322.0,6.0
BOOKKEEPER,7,83.79171250458378,RandomForest,None,SMOTE,None,0.2777777777777778,0.6818181818181818,0.39473684210526316,0.8566558441558442,0.3486673500768838,15.0,39.0,381.0,7.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,None,SMOTE,None,0.16666666666666666,0.5,0.25,0.7598484848484849,0.18948655256723726,11.0,55.0,365.0,11.0
BOOKKEEPER,7,83.79171250458378,IBk,None,SMOTE,None,0.23333333333333334,0.6363636363636364,0.34146341463414637,0.8492965367965368,0.2897274134031663,14.0,46.0,374.0,8.0
BOOKKEEPER,7,83.79171250458378,RandomForest,None,None,SensitiveLearning,0.2318840579710145,0.7272727272727273,0.3516483516483516,0.8358766233766234,0.29871456999946217,16.0,53.0,367.0,6.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,None,None,SensitiveLearning,0.21153846153846154,0.5,0.29729729729729726,0.7596320346320347,0.24444444444444455,11.0,41.0,379.0,11.0
BOOKKEEPER,7,83.79171250458378,IBk,None,None,SensitiveLearning,0.21739130434782608,0.45454545454545453,0.29411764705882354,0.8094155844155844,0.24315068493150735,10.0,36.0,384.0,12.0
BOOKKEEPER,7,83.79171250458378,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.23728813559322035,0.6363636363636364,0.345679012345679,0.8308982683982684,0.2945250858278626,14.0,45.0,375.0,8.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.14814814814814814,0.5454545454545454,0.23300970873786409,0.7932900432900433,0.16786616462513695,12.0,69.0,351.0,10.0
BOOKKEEPER,7,83.79171250458378,IBk,BestFirst(Bi-directional),OverSampling,None,0.1774193548387097,0.5,0.2619047619047619,0.7992424242424242,0.20337209302325593,11.0,51.0,369.0,11.0
BOOKKEEPER,7,83.79171250458378,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.17391304347826086,0.7272727272727273,0.2807017543859649,0.8397186147186148,0.21786793267155802,16.0,76.0,344.0,6.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.1076923076923077,0.6363636363636364,0.1842105263157895,0.7908549783549783,0.1082910321489002,14.0,116.0,304.0,8.0
BOOKKEEPER,7,83.79171250458378,IBk,BestFirst(Bi-directional),UnderSampling,None,0.12605042016806722,0.6818181818181818,0.21276595744680848,0.7628246753246753,0.14055985705777257,15.0,104.0,316.0,7.0
BOOKKEEPER,7,83.79171250458378,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.2826086956521739,0.5909090909090909,0.38235294117647056,0.8594155844155844,0.3377568493150686,13.0,33.0,387.0,9.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.17105263157894737,0.5909090909090909,0.2653061224489796,0.7956168831168832,0.20384268988291798,13.0,63.0,357.0,9.0
BOOKKEEPER,7,83.79171250458378,IBk,BestFirst(Bi-directional),SMOTE,None,0.19230769230769232,0.45454545454545453,0.27027027027027023,0.8161255411255411,0.2153846153846156,10.0,42.0,378.0,12.0
BOOKKEEPER,7,83.79171250458378,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.22058823529411764,0.6818181818181818,0.3333333333333333,0.8520021645021645,0.279112754158965,15.0,53.0,367.0,7.0
BOOKKEEPER,7,83.79171250458378,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.1643835616438356,0.5454545454545454,0.2526315789473684,0.7937229437229437,0.19072670070658648,12.0,61.0,359.0,10.0
BOOKKEEPER,7,83.79171250458378,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.18,0.4090909090909091,0.25,0.8188852813852814,0.1943019173642992,9.0,41.0,379.0,13.0
