DATASET,INDEX TRAINING_RELEASES,TRAINING_INSTANCES(%),CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,F1,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES,TOTAL_COST
AVRO,16,91.87221997573798,IBk,BestFirst(Bi-directional),SMOTE,None,0.7368421052631579,0.7,0.717948717948718,0.9383977900552486,0.6876677496821587,14.0,5.0,176.0,6.0,65.0
AVRO,16,91.87221997573798,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.6153846153846154,0.8,0.6956521739130435,0.9359116022099447,0.6570801852303191,16.0,10.0,171.0,4.0,50.0
AVRO,16,91.87221997573798,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.46153846153846156,0.6,0.5217391304347826,0.7941988950276243,0.46112600536193044,12.0,14.0,167.0,8.0,94.0
AVRO,16,91.87221997573798,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.65,0.65,0.65,0.9346685082872929,0.6113259668508286,13.0,7.0,174.0,7.0,77.0
AVRO,17,92.44859813084112,RandomForest,None,None,None,0.7894736842105263,0.5357142857142857,0.6382978723404255,0.8542692939244664,0.5926453143534997,15.0,4.0,170.0,13.0,134.0
AVRO,17,92.44859813084112,NaiveBayes,None,None,None,0.6,0.32142857142857145,0.41860465116279066,0.7522577996715928,0.35635992862605165,9.0,6.0,168.0,19.0,196.0
AVRO,17,92.44859813084112,IBk,None,None,None,0.75,0.5357142857142857,0.6250000000000001,0.8413382594417077,0.5760261194029853,15.0,5.0,169.0,13.0,135.0
AVRO,17,92.44859813084112,RandomForest,BestFirst(Bi-directional),None,None,0.9444444444444444,0.6071428571428571,0.7391304347826088,0.8778735632183908,0.7073877353935295,17.0,1.0,173.0,11.0,111.0
AVRO,17,92.44859813084112,NaiveBayes,BestFirst(Bi-directional),None,None,0.5882352941176471,0.35714285714285715,0.4444444444444445,0.7528735632183908,0.37945441140329333,10.0,7.0,167.0,18.0,187.0
AVRO,17,92.44859813084112,IBk,BestFirst(Bi-directional),None,None,0.9411764705882353,0.5714285714285714,0.7111111111111111,0.8666871921182266,0.6773162939297128,16.0,1.0,173.0,12.0,121.0
AVRO,17,92.44859813084112,RandomForest,None,SMOTE,None,0.7619047619047619,0.5714285714285714,0.6530612244897959,0.8509852216748769,0.6062829626232517,16.0,5.0,169.0,12.0,125.0
AVRO,17,92.44859813084112,NaiveBayes,None,SMOTE,None,0.5789473684210527,0.39285714285714285,0.46808510638297873,0.7216748768472906,0.4009489916963228,11.0,8.0,166.0,17.0,178.0
AVRO,17,92.44859813084112,IBk,None,SMOTE,None,0.7083333333333334,0.6071428571428571,0.6538461538461539,0.8411330049261084,0.6030567685589521,17.0,7.0,167.0,11.0,117.0
AVRO,17,92.44859813084112,RandomForest,None,None,SensitiveLearning,0.6551724137931034,0.6785714285714286,0.6666666666666666,0.8645320197044335,0.6119312436804853,19.0,10.0,164.0,9.0,100.0
AVRO,17,92.44859813084112,NaiveBayes,None,None,SensitiveLearning,0.5294117647058824,0.32142857142857145,0.39999999999999997,0.7522577996715928,0.3298107643155568,9.0,8.0,166.0,19.0,198.0
AVRO,17,92.44859813084112,IBk,None,None,SensitiveLearning,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.8413382594417077,0.5298349555649597,16.0,10.0,164.0,12.0,130.0
AVRO,17,92.44859813084112,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.8,0.5714285714285714,0.6666666666666666,0.853448275862069,0.6231343283582093,16.0,4.0,170.0,12.0,124.0
AVRO,17,92.44859813084112,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.42424242424242425,0.5,0.4590163934426229,0.7530788177339901,0.3635669276303225,14.0,19.0,155.0,14.0,159.0
AVRO,17,92.44859813084112,IBk,BestFirst(Bi-directional),SMOTE,None,0.8095238095238095,0.6071428571428571,0.6938775510204083,0.8656609195402298,0.6526026140793397,17.0,4.0,170.0,11.0,114.0
AVRO,17,92.44859813084112,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.6666666666666666,0.6428571428571429,0.6545454545454545,0.8835180623973727,0.6001250260470932,18.0,9.0,165.0,10.0,109.0
AVRO,17,92.44859813084112,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.45161290322580644,0.5,0.47457627118644063,0.7528735632183908,0.38499312512276546,14.0,17.0,157.0,14.0,157.0
AVRO,17,92.44859813084112,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.72,0.6428571428571429,0.6792452830188679,0.8668924466338259,0.6309907586503332,18.0,7.0,167.0,10.0,107.0
